no,date,red1,red2,red3,red4,red5,red6,blue1
07147,20071216,03,07,18,24,26,27,04
07148,20071218,03,09,16,17,23,28,07
07149,20071220,01,17,19,22,28,30,03
07150,20071223,03,05,11,13,19,24,05
07151,20071225,01,06,10,11,23,25,02
07152,20071227,11,17,21,29,30,33,08
07153,20071230,01,04,19,20,25,31,15
08001,20080101,02,04,07,09,14,29,03
08002,20080103,03,04,18,22,25,29,09
08003,20080106,06,08,11,13,17,19,12
08004,20080108,04,08,22,23,27,29,08
08005,20080110,03,05,15,22,24,25,15
08006,20080113,01,14,16,18,22,27,14
08007,20080115,01,13,17,22,23,30,11
08008,20080117,02,15,16,23,26,27,07
08009,20080120,09,21,29,30,31,32,16
08010,20080122,03,08,11,17,21,27,09
08011,20080124,02,14,17,21,30,32,03
08012,20080127,03,04,05,16,20,30,13
08013,20080129,02,08,15,16,22,28,10
08014,20080131,03,09,11,17,21,31,14
08015,20080203,06,08,11,16,29,33,03
08016,20080205,03,12,14,21,29,33,13
08017,20080214,02,05,07,17,20,22,02
08018,20080217,02,05,06,23,26,33,13
08019,20080219,02,09,11,17,27,31,05
08020,20080221,03,10,13,15,28,30,03
08021,20080224,09,12,19,20,26,28,15
08022,20080226,12,18,20,24,28,32,05
08023,20080228,08,16,18,25,26,32,02
08024,20080302,11,20,21,26,28,30,13
08025,20080304,08,16,17,18,19,21,14
08026,20080306,05,17,19,27,29,32,03
08027,20080309,15,18,19,23,24,26,13
08028,20080311,01,13,21,26,29,32,10
08029,20080313,01,09,14,22,29,32,12
08030,20080316,06,15,18,19,20,28,11
08031,20080318,03,06,11,15,21,31,13
08032,20080320,05,14,16,21,23,28,13
08033,20080323,12,17,18,30,31,33,04
08034,20080325,03,05,09,11,21,29,09
08035,20080327,07,11,14,17,18,29,16
08036,20080330,02,06,13,18,23,28,16
08037,20080401,01,12,22,24,28,31,06
08038,20080403,03,09,10,11,15,19,13
08039,20080406,01,07,10,13,22,29,01
08040,20080408,06,13,22,25,27,28,09
08041,20080410,08,11,20,22,23,27,04
08042,20080413,03,04,09,11,12,24,01
08043,20080415,03,10,16,22,27,33,14
08044,20080417,05,07,09,20,26,29,09
08045,20080420,01,10,13,21,29,32,04
08046,20080422,15,16,18,24,28,33,15
08047,20080424,09,12,13,14,20,22,10
08048,20080427,11,18,21,27,30,32,01
08049,20080429,03,10,12,13,19,25,04
08050,20080501,01,11,19,24,26,27,03
08051,20080504,01,04,08,10,13,33,11
08052,20080506,02,10,17,23,29,31,10
08053,20080508,06,12,19,20,21,27,04
08054,20080511,02,06,16,17,20,25,07
08055,20080513,11,16,19,23,26,31,04
08056,20080515,08,13,22,23,25,30,07
08057,20080518,19,20,21,26,28,30,08
08058,20080520,01,12,21,27,29,31,11
08059,20080522,02,06,15,29,31,32,16
08060,20080525,06,07,08,17,30,32,03
08061,20080527,01,02,05,12,26,31,06
08062,20080529,06,08,13,17,24,27,15
08063,20080601,05,09,11,14,16,17,15
08064,20080603,01,02,07,09,12,18,12
08065,20080605,05,13,15,19,30,31,05
08066,20080608,07,12,21,22,29,30,08
08067,20080610,10,11,15,19,26,33,13
08068,20080612,05,07,17,23,27,29,07
08069,20080615,05,08,17,20,26,30,10
08070,20080617,05,06,12,15,18,33,13
08071,20080619,01,06,21,26,27,28,09
08072,20080622,01,05,10,18,22,30,09
08073,20080624,01,09,13,22,28,33,08
08074,20080626,01,11,15,19,20,24,09
08075,20080629,01,08,14,18,22,30,03
08076,20080701,02,05,07,11,13,18,11
08077,20080703,04,12,22,26,30,33,09
08078,20080706,06,13,16,26,30,33,01
08079,20080708,03,04,05,10,20,32,09
08080,20080710,04,14,22,25,29,32,14
08081,20080713,02,12,13,18,25,31,04
08082,20080715,04,08,10,12,21,26,09
08083,20080717,07,08,09,18,29,32,09
08084,20080720,04,07,13,20,29,30,16
08085,20080722,01,04,12,20,24,29,15
08086,20080724,04,05,10,26,27,30,12
08087,20080727,01,07,26,29,30,31,06
08088,20080729,01,06,08,16,17,23,05
08089,20080731,03,06,11,16,22,27,11
08090,20080803,02,07,14,18,19,24,01
08091,20080805,03,12,14,23,31,32,10
08092,20080807,01,03,18,27,28,30,05
08093,20080810,04,10,12,16,26,28,07
08094,20080812,01,04,15,16,23,28,14
08095,20080814,03,08,14,21,28,29,03
08096,20080817,06,08,12,24,27,31,14
08097,20080819,03,06,08,09,16,17,13
08098,20080821,06,07,10,11,15,30,01
08099,20080824,10,15,16,22,23,24,07
08100,20080826,08,14,17,21,27,28,14
08101,20080828,09,17,21,26,28,30,04
08102,20080831,03,07,12,21,25,32,05
08103,20080902,01,12,16,18,22,33,04
08104,20080904,03,06,08,17,24,31,01
08105,20080907,05,17,19,27,28,32,02
08106,20080909,14,19,25,27,29,30,15
08107,20080911,06,13,18,22,27,32,04
08108,20080914,09,10,15,17,23,30,12
08109,20080916,04,07,09,16,21,28,10
08110,20080918,10,16,22,23,29,31,02
08111,20080921,17,18,21,25,31,32,06
08112,20080923,05,13,14,19,22,23,06
08113,20080925,06,09,10,12,17,22,09
08114,20080928,04,09,20,24,25,31,14
08115,20080930,02,12,13,14,17,18,06
08116,20081002,03,07,21,22,24,29,14
08117,20081005,03,05,07,10,14,33,07
08118,20081007,04,09,16,27,31,33,01
08119,20081009,05,07,09,15,24,29,07
08120,20081012,10,11,22,24,26,33,02
08121,20081014,02,22,23,27,31,32,06
08122,20081016,02,08,11,14,19,26,15
08123,20081019,10,11,15,16,25,29,02
08124,20081021,01,07,10,13,21,22,03
08125,20081023,10,11,12,15,26,29,09
08126,20081026,04,11,12,14,20,30,13
08127,20081028,05,08,19,22,27,30,13
08128,20081030,01,05,19,20,27,33,05
08129,20081102,01,03,18,24,25,32,15
08130,20081104,01,12,18,28,30,32,06
08131,20081106,02,12,15,18,22,32,08
08132,20081109,09,13,16,25,27,33,08
08133,20081111,08,11,16,19,24,26,11
08134,20081113,10,15,19,20,28,32,02
08135,20081116,05,14,15,16,19,21,15
08136,20081118,05,09,10,12,18,28,02
08137,20081120,01,04,24,28,29,33,09
08138,20081123,07,14,19,23,25,32,04
08139,20081125,08,09,19,23,25,26,07
08140,20081127,07,14,16,29,30,31,14
08141,20081130,03,13,20,25,29,33,15
08142,20081202,05,06,10,13,17,28,15
08143,20081204,12,17,18,19,26,27,06
08144,20081207,02,05,10,27,29,33,15
08145,20081209,07,13,18,22,26,29,02
08146,20081211,07,08,17,19,31,32,10
08147,20081214,07,08,14,22,26,33,02
08148,20081216,03,05,09,22,26,28,09
08149,20081218,10,14,22,28,29,33,02
08150,20081221,04,19,22,24,29,32,02
08151,20081223,06,08,10,14,17,19,06
08152,20081225,01,04,06,22,26,30,08
08153,20081228,01,04,18,21,24,30,16
08154,20081230,02,05,07,21,22,26,08
09001,20090101,04,21,23,24,30,31,04
09002,20090104,10,14,17,25,29,33,14
09003,20090106,02,03,06,15,25,30,02
09004,20090108,03,11,13,17,28,31,03
09005,20090111,01,03,08,15,17,21,13
09006,20090113,06,12,18,20,26,33,02
09007,20090115,01,05,12,23,25,26,15
09008,20090118,04,15,16,22,32,33,02
09009,20090120,08,15,21,30,31,33,02
09010,20090122,03,10,17,19,20,24,02
09011,20090201,02,04,13,14,18,23,15
09012,20090203,05,11,14,17,18,28,01
09013,20090205,04,08,09,21,26,27,09
09014,20090208,03,06,09,14,15,18,02
09015,20090210,02,04,06,15,17,32,05
09016,20090212,02,07,13,16,20,33,03
09017,20090215,06,14,15,19,25,26,08
09018,20090217,02,05,06,19,27,30,15
09019,20090219,06,17,19,20,26,27,04
09020,20090222,03,05,07,10,19,23,13
09021,20090224,01,04,05,17,24,27,09
09022,20090226,05,08,09,10,11,18,08
09023,20090301,01,06,07,15,24,30,08
09024,20090303,01,03,17,23,30,33,12
09025,20090305,10,20,22,23,26,33,11
09026,20090308,11,15,17,18,20,30,16
09027,20090310,02,07,11,16,27,32,06
09028,20090312,03,06,12,15,23,26,10
09029,20090315,12,13,15,22,23,29,13
09030,20090317,08,14,24,26,28,32,07
09031,20090319,01,02,03,15,30,33,01
09032,20090322,09,11,12,19,27,32,06
09033,20090324,07,08,13,14,29,30,06
09034,20090326,09,12,18,21,22,26,07
09035,20090329,06,15,21,26,29,31,05
09036,20090331,06,09,18,23,32,33,07
09037,20090402,02,06,15,18,20,31,03
09038,20090405,12,13,15,23,28,32,05
09039,20090407,05,12,14,15,21,27,03
09040,20090409,04,07,10,20,26,30,12
09041,20090412,01,08,23,26,28,33,08
09042,20090414,08,16,22,23,27,30,11
09043,20090416,04,09,10,15,18,26,07
09044,20090419,11,14,16,18,26,30,01
09045,20090421,03,04,06,23,30,32,01
09046,20090423,16,20,21,26,29,30,09
09047,20090426,06,08,11,15,21,22,16
09048,20090428,03,07,11,15,17,31,01
09049,20090430,09,12,14,20,30,31,06
09050,20090503,13,21,24,29,30,32,04
09051,20090505,06,10,13,16,21,23,07
09052,20090507,09,11,15,19,21,30,08
09053,20090510,07,12,18,19,22,28,04
09054,20090512,16,17,23,26,31,32,11
09055,20090514,03,04,18,22,24,29,11
09056,20090517,04,09,10,18,29,32,08
09057,20090519,05,07,10,14,17,25,11
09058,20090521,05,08,10,15,23,26,09
09059,20090524,03,07,13,23,27,30,11
09060,20090526,07,13,17,26,32,33,04
09061,20090528,10,11,13,16,19,30,03
09062,20090531,10,19,20,21,23,32,10
09063,20090602,02,05,11,26,30,32,16
09064,20090604,01,02,14,23,28,29,15
09065,20090607,08,12,20,22,30,33,02
09066,20090609,02,15,19,24,31,32,04
09067,20090611,04,10,16,23,28,30,05
09068,20090614,06,11,18,20,25,30,05
09069,20090616,03,05,12,18,21,23,02
09070,20090618,01,02,09,10,21,31,10
09071,20090621,04,05,23,26,31,32,06
09072,20090623,01,03,12,20,21,29,04
09073,20090625,09,16,17,18,22,27,14
09074,20090628,05,10,16,19,23,28,13
09075,20090630,01,13,15,17,20,30,05
09076,20090702,09,18,19,25,28,31,06
09077,20090705,01,09,14,16,28,32,16
09078,20090707,05,07,12,14,15,20,13
09079,20090709,02,09,16,21,30,31,13
09080,20090712,01,11,13,25,32,33,06
09081,20090714,04,05,06,25,29,30,03
09082,20090716,11,15,18,21,27,29,02
09083,20090719,02,08,12,18,24,28,04
09084,20090721,04,09,11,20,32,33,13
09085,20090723,04,08,12,17,20,30,03
09086,20090726,11,12,13,18,23,32,11
09087,20090728,06,11,13,20,28,32,06
09088,20090730,04,07,11,15,16,17,02
09089,20090802,02,03,07,11,19,32,04
09090,20090804,07,09,14,20,23,30,14
09091,20090806,03,08,11,14,25,29,04
09092,20090809,02,06,07,14,18,31,08
09093,20090811,01,11,20,31,32,33,01
09094,20090813,03,16,22,25,26,33,14
09095,20090816,08,09,14,28,31,33,15
09096,20090818,01,26,27,31,32,33,03
09097,20090820,07,13,24,26,28,32,14
09098,20090823,03,14,15,20,23,30,02
09099,20090825,08,09,18,20,25,29,09
09100,20090827,02,11,17,27,30,33,11
09101,20090830,01,02,05,10,19,24,14
09102,20090901,03,05,07,08,14,31,10
09103,20090903,06,11,17,20,23,24,09
09104,20090906,20,22,26,29,30,32,16
09105,20090908,02,08,10,16,27,30,15
09106,20090910,01,02,15,18,20,29,04
09107,20090913,07,08,20,23,28,29,05
09108,20090915,04,10,17,28,32,33,02
09109,20090917,05,06,07,14,25,28,01
09110,20090920,04,10,13,15,19,30,14
09111,20090922,02,04,07,14,15,25,15
09112,20090924,06,07,18,24,30,32,09
09113,20090927,04,12,20,25,28,29,16
09114,20090929,03,05,11,12,31,32,11
09115,20091001,02,09,13,15,19,24,03
09116,20091004,05,17,21,25,27,32,14
09117,20091006,05,09,15,21,26,31,13
09118,20091008,12,16,25,26,27,31,05
09119,20091011,06,07,10,12,15,21,05
09120,20091013,01,02,08,12,16,30,16
09121,20091015,02,04,06,10,25,30,09
09122,20091018,07,14,16,27,29,32,01
09123,20091020,09,13,20,22,25,28,14
09124,20091022,03,04,22,23,28,30,10
09125,20091025,06,07,08,22,26,27,12
09126,20091027,03,05,06,10,19,23,15
09127,20091029,02,11,12,14,15,16,04
09128,20091101,05,08,15,16,26,32,01
09129,20091103,06,07,16,17,24,25,07
09130,20091105,02,03,07,12,13,30,11
09131,20091108,16,23,25,26,32,33,05
09132,20091110,04,14,15,21,23,30,07
09133,20091112,05,09,13,18,20,32,01
09134,20091115,03,05,12,15,28,33,06
09135,20091117,01,03,14,19,30,33,16
09136,20091119,01,04,14,22,30,33,01
09137,20091122,08,12,14,15,17,21,01
09138,20091124,04,07,14,26,32,33,14
09139,20091126,01,05,15,17,27,29,02
09140,20091129,04,05,11,18,22,33,12
09141,20091201,02,13,21,28,29,31,09
09142,20091203,07,11,15,19,20,24,13
09143,20091206,05,09,11,17,23,28,10
09144,20091208,01,05,10,17,18,29,12
09145,20091210,03,05,11,15,26,33,11
09146,20091213,03,09,16,20,22,33,15
09147,20091215,06,08,10,18,22,32,16
09148,20091217,06,12,15,22,29,32,10
09149,20091220,01,03,16,18,22,29,04
09150,20091222,04,06,07,16,19,20,04
09151,20091224,06,08,10,16,25,30,14
09152,20091227,03,04,19,21,27,28,05
09153,20091229,06,07,08,20,21,25,10
09154,20091231,01,07,12,14,18,25,16
10001,20100103,07,17,18,27,29,32,13
10002,20100105,03,06,07,23,30,33,13
10003,20100107,14,22,26,27,28,31,04
10004,20100110,01,12,13,16,23,28,07
10005,20100112,03,05,06,08,17,18,14
10006,20100114,03,05,07,13,14,18,05
10007,20100117,14,22,27,28,30,33,14
10008,20100119,05,07,13,15,18,30,14
10009,20100121,01,09,13,21,24,32,06
10010,20100124,07,08,12,15,22,26,08
10011,20100126,07,08,14,22,24,30,07
10012,20100128,02,08,13,14,25,33,10
10013,20100131,01,02,03,16,18,23,12
10014,20100202,01,03,07,14,26,28,02
10015,20100204,01,04,16,21,23,28,06
10016,20100207,02,08,10,12,30,33,16
10017,20100209,01,03,06,11,12,23,11
10018,20100211,11,28,29,30,32,33,02
10019,20100221,02,10,22,24,26,27,06
10020,20100223,05,06,14,22,24,26,09
10021,20100225,02,09,16,17,19,25,04
10022,20100228,01,02,18,29,31,32,02
10023,20100302,02,09,11,22,24,27,11
10024,20100304,07,16,26,27,29,31,14
10025,20100307,04,05,07,10,13,25,11
10026,20100309,02,04,05,08,19,22,12
10027,20100311,03,04,15,25,26,30,13
10028,20100314,01,03,06,12,16,32,12
10029,20100316,01,05,14,16,17,22,03
10030,20100318,03,06,10,16,25,31,05
10031,20100321,05,07,13,24,25,28,04
10032,20100323,08,18,21,28,29,33,08
10033,20100325,08,10,11,12,25,29,09
10034,20100328,06,11,13,22,25,32,12
10035,20100330,09,10,11,18,19,21,10
10036,20100401,06,13,14,28,29,30,08
10037,20100404,03,16,19,21,24,26,06
10038,20100406,01,06,07,11,13,16,01
10039,20100408,08,17,21,23,25,32,12
10040,20100411,12,19,24,25,30,32,11
10041,20100413,03,05,13,19,25,29,12
10042,20100415,03,06,11,20,31,32,10
10043,20100418,04,10,19,22,28,33,04
10044,20100420,03,09,21,23,27,31,05
10045,20100422,02,03,04,13,20,29,01
10046,20100425,11,12,21,23,27,32,05
10047,20100427,03,10,13,20,21,32,15
10048,20100429,01,06,08,10,23,33,02
10049,20100502,01,06,10,26,27,28,02
10050,20100504,07,21,22,26,28,30,11
10051,20100506,04,17,23,27,28,32,03
10052,20100509,01,02,19,23,27,29,10
10053,20100511,03,22,24,27,28,30,14
10054,20100513,01,06,08,12,14,25,06
10055,20100516,02,03,13,19,20,23,08
10056,20100518,01,02,03,08,13,32,07
10057,20100520,05,11,12,19,25,32,05
10058,20100523,01,04,11,17,19,29,12
10059,20100525,01,09,11,12,18,30,10
10060,20100527,01,08,15,18,22,27,09
10061,20100530,02,04,16,19,22,26,12
10062,20100601,11,13,15,20,31,33,03
10063,20100603,02,06,10,17,23,24,03
10064,20100606,08,14,25,26,30,31,11
10065,20100608,02,07,08,17,30,32,12
10066,20100610,01,03,21,22,31,32,07
10067,20100613,01,07,10,14,21,25,01
10068,20100615,03,13,18,20,23,28,13
10069,20100617,12,14,20,22,24,32,11
10070,20100620,08,13,23,27,31,33,07
10071,20100622,05,13,14,17,20,26,01
10072,20100624,06,08,22,23,30,31,01
10073,20100627,01,16,20,23,27,31,02
10074,20100629,02,10,17,18,19,29,15
10075,20100701,05,09,12,13,15,22,14
10076,20100704,01,12,14,29,31,32,15
10077,20100706,02,08,14,20,21,24,09
10078,20100708,01,03,09,11,17,23,12
10079,20100711,08,11,12,14,18,22,02
10080,20100713,08,10,13,14,16,23,16
10081,20100715,02,03,09,24,26,27,05
10082,20100718,01,08,13,14,27,31,02
10083,20100720,02,20,21,22,23,31,12
10084,20100722,02,10,14,18,20,30,03
10085,20100725,01,08,12,13,24,27,08
10086,20100727,05,21,28,29,30,31,08
10087,20100729,01,08,16,17,25,30,10
10088,20100801,05,06,15,23,27,30,12
10089,20100803,07,08,09,16,23,26,01
10090,20100805,01,06,10,15,25,31,14
10091,20100808,06,13,16,20,22,24,16
10092,20100810,03,13,19,27,28,30,02
10093,20100812,09,10,19,28,32,33,06
10094,20100815,03,05,07,27,31,32,10
10095,20100817,09,11,16,17,25,27,14
10096,20100819,07,12,21,23,24,28,03
10097,20100822,10,16,18,21,24,26,01
10098,20100824,01,03,08,16,29,33,07
10099,20100826,03,04,17,24,27,30,06
10100,20100829,01,06,12,22,23,26,08
10101,20100831,04,09,18,21,25,26,06
10102,20100902,04,11,16,20,22,29,10
10103,20100905,06,09,14,17,20,33,09
10104,20100907,07,17,23,24,27,32,02
10105,20100909,01,08,09,19,21,31,11
10106,20100912,02,06,08,15,26,29,16
10107,20100914,08,12,15,17,22,33,16
10108,20100916,02,04,08,20,23,24,07
10109,20100919,04,15,18,25,29,32,15
10110,20100921,01,03,12,24,26,27,01
10111,20100923,04,07,08,13,17,18,10
10112,20100926,01,08,18,24,29,30,16
10113,20100928,05,10,15,18,20,28,10
10114,20100930,01,08,11,15,17,25,01
10115,20101003,01,22,24,25,29,33,15
10116,20101005,05,09,10,20,22,26,07
10117,20101007,01,08,20,22,24,28,01
10118,20101010,05,08,11,13,15,25,05
10119,20101012,07,17,25,27,30,31,09
10120,20101014,01,02,05,06,10,29,16
10121,20101017,08,11,13,18,25,30,15
10122,20101019,02,09,12,16,25,27,06
10123,20101021,06,12,15,18,29,32,10
10124,20101024,02,06,08,11,12,25,02
10125,20101026,06,07,13,23,28,29,09
10126,20101028,03,13,18,20,27,28,05
10127,20101031,01,04,08,17,25,33,01
10128,20101102,04,11,19,20,24,28,12
10129,20101104,04,08,14,25,28,32,16
10130,20101107,01,02,07,15,21,31,16
10131,20101109,05,06,15,16,19,26,06
10132,20101111,02,10,12,18,24,33,15
10133,20101114,03,09,17,21,26,32,01
10134,20101116,09,15,16,22,27,28,06
10135,20101118,04,10,13,25,26,30,10
10136,20101121,04,10,23,24,26,33,10
10137,20101123,07,09,10,13,19,33,06
10138,20101125,01,21,23,24,26,30,05
10139,20101128,11,13,18,20,26,31,09
10140,20101130,01,12,13,18,26,29,15
10141,20101202,02,03,07,18,23,27,06
10142,20101205,02,16,18,23,26,27,10
10143,20101207,09,16,18,26,30,31,14
10144,20101209,02,03,08,15,19,21,11
10145,20101212,03,21,24,27,28,31,08
10146,20101214,01,17,18,22,25,32,01
10147,20101216,02,08,15,18,24,30,03
10148,20101219,01,03,07,18,23,27,12
10149,20101221,02,07,08,16,25,30,09
10150,20101223,02,17,18,23,29,30,06
10151,20101226,02,13,14,17,19,26,14
10152,20101228,04,09,17,21,25,31,01
10153,20101230,03,06,12,19,30,31,13
11001,20110102,03,09,20,24,26,32,10
11002,20110104,06,08,12,17,28,33,05
11003,20110106,13,14,21,22,23,27,04
11004,20110109,04,06,08,10,13,26,05
11005,20110111,06,09,12,14,20,22,13
11006,20110113,01,03,05,13,16,18,05
11007,20110116,01,09,17,24,26,31,05
11008,20110118,10,12,13,17,24,31,15
11009,20110120,17,18,23,24,25,26,04
11010,20110123,01,04,05,09,15,19,13
11011,20110125,01,12,18,19,21,24,10
11012,20110127,07,08,11,13,15,26,13
11013,20110130,01,03,13,16,21,22,08
11014,20110201,05,07,10,11,23,26,16
11015,20110210,03,06,13,26,27,29,07
11016,20110213,03,04,16,17,22,29,13
11017,20110215,02,06,15,23,26,33,08
11018,20110217,13,15,18,28,30,33,01
11019,20110220,02,04,12,19,32,33,16
11020,20110222,12,16,17,19,24,30,05
11021,20110224,01,02,14,18,25,31,08
11022,20110227,02,07,14,16,17,21,05
11023,20110301,02,03,06,21,22,25,05
11024,20110303,05,07,10,19,26,31,14
11025,20110306,08,25,26,31,32,33,09
11026,20110308,07,08,17,19,21,26,12
11027,20110310,13,18,21,22,25,26,01
11028,20110313,01,04,05,14,16,17,01
11029,20110315,01,04,09,10,20,31,07
11030,20110317,02,09,19,24,25,33,10
11031,20110320,16,17,24,28,29,32,12
11032,20110322,03,05,07,13,14,15,15
11033,20110324,02,08,12,13,19,29,04
11034,20110327,13,14,17,19,24,31,08
11035,20110329,13,14,18,20,27,31,02
11036,20110331,02,11,20,22,24,31,05
11037,20110403,01,03,04,06,17,25,11
11038,20110405,02,14,15,19,23,24,12
11039,20110407,03,07,10,16,24,29,13
11040,20110410,05,11,14,24,26,28,13
11041,20110412,04,10,12,13,30,32,13
11042,20110414,05,13,15,17,19,21,15
11043,20110417,04,13,14,17,25,31,04
11044,20110419,03,14,16,26,27,31,09
11045,20110421,02,16,17,20,26,32,08
11046,20110424,09,17,18,26,29,30,08
11047,20110426,04,13,23,25,27,33,14
11048,20110428,10,14,18,25,26,27,15
11049,20110501,01,11,17,18,27,31,14
11050,20110503,04,05,19,22,28,29,15
11051,20110505,01,07,11,14,15,16,14
11052,20110508,04,05,08,19,27,28,08
11053,20110510,03,06,10,12,22,30,15
11054,20110512,08,11,16,17,22,33,08
11055,20110515,08,13,16,17,29,32,16
11056,20110517,13,16,19,20,23,25,10
11057,20110519,04,06,20,21,26,33,02
11058,20110522,07,18,22,30,32,33,06
11059,20110524,24,26,27,29,31,33,16
11060,20110526,10,11,13,21,27,31,01
11061,20110529,02,03,08,13,19,21,03
11062,20110531,04,08,09,10,29,30,03
11063,20110602,04,06,13,15,18,19,05
11064,20110605,03,06,07,29,30,33,02
11065,20110607,04,16,23,25,27,29,03
11066,20110609,04,06,14,17,30,32,12
11067,20110612,17,19,20,24,25,27,12
11068,20110614,03,07,10,15,19,24,10
11069,20110616,02,13,16,18,24,30,12
11070,20110619,01,03,05,12,21,28,12
11071,20110621,01,02,15,22,28,30,02
11072,20110623,01,06,10,11,18,27,12
11073,20110626,03,04,05,12,17,21,14
11074,20110628,02,21,26,28,29,32,01
11075,20110630,07,09,10,12,31,32,13
11076,20110703,06,19,21,26,32,33,13
11077,20110705,01,07,08,15,26,29,10
11078,20110707,03,05,13,20,22,29,09
11079,20110710,03,14,15,16,24,29,05
11080,20110712,02,07,09,25,31,32,09
11081,20110714,06,14,19,23,25,32,12
11082,20110717,07,16,17,20,25,26,04
11083,20110719,07,16,18,24,28,29,06
11084,20110721,09,10,12,16,18,32,15
11085,20110724,03,06,11,21,24,31,10
11086,20110726,06,07,09,12,17,24,09
11087,20110728,02,03,04,05,18,28,01
11088,20110731,03,09,17,20,21,29,04
11089,20110802,01,02,11,24,29,30,12
11090,20110804,02,05,14,18,21,25,16
11091,20110807,09,15,21,23,28,30,03
11092,20110809,05,10,17,26,31,32,04
11093,20110811,04,07,11,13,23,30,09
11094,20110814,09,11,12,17,18,19,05
11095,20110816,03,07,08,10,23,24,05
11096,20110818,01,04,07,13,14,19,15
11097,20110821,09,17,19,20,21,26,16
11098,20110823,03,07,20,21,22,32,05
11099,20110825,10,12,13,21,26,27,14
11100,20110828,07,11,21,23,31,32,05
11101,20110830,06,10,19,23,29,31,06
11102,20110901,01,05,13,21,27,31,11
11103,20110904,04,05,10,13,15,16,12
11104,20110906,09,10,16,20,25,29,09
11105,20110908,04,06,23,25,27,28,01
11106,20110911,02,11,12,14,24,32,14
11107,20110913,04,09,16,17,22,29,15
11108,20110915,02,17,22,26,29,33,10
11109,20110918,01,03,09,15,16,33,15
11110,20110920,12,14,21,26,28,33,12
11111,20110922,01,03,05,20,25,27,04
11112,20110925,03,05,16,18,23,24,15
11113,20110927,06,10,11,25,32,33,05
11114,20110929,01,14,15,16,30,32,09
11115,20111002,07,08,09,12,17,33,16
11116,20111004,01,07,11,12,17,27,05
11117,20111006,08,10,19,26,28,30,04
11118,20111009,05,06,11,14,20,21,10
11119,20111011,09,12,14,19,28,32,01
11120,20111013,04,14,17,28,30,33,07
11121,20111016,04,14,22,25,32,33,02
11122,20111018,10,12,18,26,27,31,03
11123,20111020,01,04,05,14,19,28,16
11124,20111023,09,18,19,26,31,32,16
11125,20111025,03,10,15,24,27,32,08
11126,20111027,03,07,13,18,23,26,16
11127,20111030,16,19,22,23,27,29,11
11128,20111101,09,11,14,17,19,23,12
11129,20111103,07,10,11,21,23,26,06
11130,20111106,07,14,18,23,25,32,15
11131,20111108,02,07,09,17,21,25,01
11132,20111110,02,05,12,13,25,33,07
11133,20111113,12,14,20,21,25,31,16
11134,20111115,01,02,06,07,30,31,10
11135,20111117,12,13,17,20,25,26,12
11136,20111120,02,04,06,20,22,31,07
11137,20111122,02,11,18,23,30,33,13
11138,20111124,01,05,15,24,28,32,07
11139,20111127,08,20,24,27,30,31,03
11140,20111129,04,18,20,22,27,29,06
11141,20111201,02,04,06,19,24,29,11
11142,20111204,12,15,16,26,29,31,02
11143,20111206,07,08,12,14,15,30,16
11144,20111208,01,02,09,10,16,24,03
11145,20111211,02,04,14,15,26,30,04
11146,20111213,11,23,26,28,32,33,10
11147,20111215,04,08,12,17,18,30,10
11148,20111218,05,14,22,23,25,26,14
11149,20111220,04,05,06,07,23,31,16
11150,20111222,08,10,12,15,22,27,13
11151,20111225,07,11,16,19,31,33,10
11152,20111227,04,10,11,12,21,26,13
11153,20111229,05,08,09,10,20,25,13
12001,20120101,01,04,05,09,15,17,06
12002,20120103,02,03,07,09,10,32,13
12003,20120105,03,06,08,24,29,31,09
12004,20120108,01,05,10,11,21,23,16
12005,20120110,07,09,18,27,31,33,06
12006,20120112,02,22,25,29,32,33,08
12007,20120115,10,17,19,27,28,32,04
12008,20120117,01,12,20,23,24,29,08
12009,20120119,04,16,24,26,27,33,11
12010,20120129,01,03,13,19,25,26,10
12011,20120131,04,14,15,16,20,26,05
12012,20120202,15,17,18,20,23,27,01
12013,20120205,06,08,24,29,30,32,13
12014,20120207,01,02,05,16,28,30,12
12015,20120209,01,03,06,10,21,23,15
12016,20120212,02,05,12,17,22,25,08
12017,20120214,06,09,14,19,25,28,10
12018,20120216,03,05,06,22,26,32,15
12019,20120219,07,14,18,20,22,30,16
12020,20120221,03,08,12,18,23,29,11
12021,20120223,01,15,16,18,22,30,03
12022,20120226,04,08,12,24,26,27,04
12023,20120228,05,09,15,23,24,33,02
12024,20120301,04,12,19,21,25,28,13
12025,20120304,03,08,09,17,25,27,06
12026,20120306,03,07,09,15,24,25,16
12027,20120308,04,16,22,25,30,31,12
12028,20120311,10,15,20,21,28,30,11
12029,20120313,04,07,15,25,26,28,03
12030,20120315,09,10,17,18,21,31,08
12031,20120318,04,16,22,24,27,31,03
12032,20120320,01,02,10,17,22,24,04
12033,20120322,02,03,15,16,17,27,04
12034,20120325,02,03,08,23,32,33,16
12035,20120327,09,11,12,21,24,26,05
12036,20120329,02,11,13,18,19,26,09
12037,20120401,05,14,19,24,28,33,09
12038,20120403,09,10,11,15,19,33,16
12039,20120405,01,02,05,13,22,29,08
12040,20120408,03,08,09,22,25,31,10
12041,20120410,08,11,15,20,24,32,02
12042,20120412,05,06,11,19,24,28,16
12043,20120415,02,09,11,21,26,33,03
12044,20120417,06,09,10,14,22,25,03
